PRODUCTO;MARCA;CODIGO;DESCRIPCION;EQUIVALENCIAS;APLICACIÓN;INFO;imagen
BUJIA ENCENDIDO;BOSCH;242229708 - FR 8 SPP 332;CITROEN C6 3.0 V6 XFV ES9A 2007-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229708 - FR 8 SPP 332;PEUGEOT 4073 XFV ES9A 2005-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229708 - FR 8 SPP 332;PEUGEOT 407 Coupe 3.0 XFV ES9A 2005-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229708 - FR 8 SPP 332;RENAULT Laguna II 3.0 24V L7X 731  2007-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229775 - HR 8 DCX+;FORD Explorer 3.0   -;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229775 - HR 8 DCX+;FORD Explorer 4.0   -;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229775 - HR 8 DCX+;FORD Mondeo II 2.5 24V SEA V6 Duratec VE 2002-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229775 - HR 8 DCX+;FORD Ranger 2.5   -;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229775 - HR 8 DCX+;FORD Ranger 4.0   -;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229779 - WR 8 LC+;BMW 320i 20 6E E/K A M 20 B 20 -;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229785 - HR 8 MCV+;FORD Eco Sport Kinetic 1.6 16V Ti-VCT Duratec Sigma 2012-;TR6B;;BN9;29785.jpg
BUJIA ENCENDIDO;BOSCH;242229785 - HR 8 MCV+;FORD Fiesta 1.6  Zetec Rocam 2005-;TR6B;;BN9;29785.jpg
BUJIA ENCENDIDO;BOSCH;242229785 - HR 8 MCV+;FORD Focus 1.6 8V  Sigma -;TR6B;;BN9;29785.jpg
BUJIA ENCENDIDO;BOSCH;242229785 - HR 8 MCV+;FORD Focus 1.6 16V  Sigma -;TR6B;;BN9;29785.jpg
BUJIA ENCENDIDO;BOSCH;242229797 - FR 8 SC+;CITROEN C5 2.0 16V RFJ EW10A 2005-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229797 - FR 8 SC+;PEUGEOT 406 SW 2.0 16V RFN EW10J4 2000-2004;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229797 - FR 8 SC+;PEUGEOT 4072 RFJ EW10A 2005-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229799 - FR 8 KTC+;MERCEDES BENZ A 160 M 166.960 E16 1999-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229799 - FR 8 KTC+;MERCEDES BENZ A 190 M 166.990 E19 2000-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229799 - FR 8 KTC+;MERCEDES BENZ C 200 M 111.941 E20 1994-2000;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229799 - FR 8 KTC+;MERCEDES BENZ C 200 M 111.945  1994-2000;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229799 - FR 8 KTC+;MERCEDES BENZ C 220 M 111.961 E22 1993-1996;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229799 - FR 8 KTC+;MERCEDES BENZ E 230 M 111.970 E23 1995-1997;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229799 - FR 8 KTC+;MERCEDES BENZ S 280 M 104.944  1993-1998;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242229799 - FR 8 KTC+;MERCEDES BENZ SL 280 M 104.943  1993-1998;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242230506 - FR 8 LI 332 S;JEEP Wrangler 4.0 ERH  2003-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242232814 - HR 78 NX;FORD Fiesta Kinetic Dising 1.6 16V  Zetec Rocam 2011-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242232814 - HR 8 MCV+;FORD Fiesta Kinetic 1.6 16V Ti-VCT Duratec Sigma 2011-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242235564 - W 7 BC;VOLKSWAGEN Furgon 1.3   -;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242235661 - HR 7 DC+;FORD F 100 3.6  Max Econo -;BP6EFS - 11019/20 - S9YC;;BN3;35661.jpg
BUJIA ENCENDIDO;BOSCH;242235661 - HR 7 DC+;FORD Falcon 3.6  Max Econo -;BP6EFS - 11019/20 - S9YC;;BN3;35661.jpg
BUJIA ENCENDIDO;BOSCH;242235661 - HR 7 DC+;MERCEDES BENZ 190 E 1.8 M 102.910  1990-1993;BP6EFS - 11019/20 - S9YC;;BN3;35661.jpg
BUJIA ENCENDIDO;BOSCH;242235661 - HR 7 DC+;RENAULT R 21 2.2 J6T y J7T  -;BP6EFS - 11019/20 - S9YC;;BN3;35661.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;ALFA ROMEO GTV 3.0   1996-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Agile 1.4 8v X14YX  2010-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Astra 1.8 MPFI C18NE SOHC 1998-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Astra 2.0 MPFI C20NE SOHC 1998-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Classic 1.4 8V X14Y  2010-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Corsa 1.0 C10NE SOHC -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Corsa 1.4 EFI C14NE SOHC -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Corsa 1.6 MPFI C16NE Powertech -1996;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Onix 1.4 8v SPE-4  2013-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Prisma II 1.4 EFI SPE-4  2013-;;;BN1;35663.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Silverado 4.1   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Spark 1.0 B10S1  2009-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Vectra 2.0 MPFI C20NE SOHC 1998-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Vectra 2.2 MPFI C22NE SOHC -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;CHEVROLET Zafira 2.0 MPFI C20NE SOHC 1998-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;DAIHATSU Cuore 0.5   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FIAT Duna 1500 1.5   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FIAT Tipo 1.4 i.e. 836 A 4.000 M7 1993-1995;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FIAT Uno 1500 1.5   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FORD Escort 1.6  Audi -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FORD Escort 1.8 AP Audi 1992-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FORD Escort 1.8  Audi -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FORD Escort XR3 1.8  Audi -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FORD Escort XR3 1.8 16V   1994-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FORD Galaxy 2.0  AP 2000 carburado -1995;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;FORD Orion 1.6  Audi 1992-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;ISUZU Pick Up 2.0   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;KIA Pride 1.3 B3  1995-2000;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;LAND ROVER  Discovery 4.0 V8 - EFi OHV 1998-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;MITSUBISHI Colt 1.5 4G15  -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;MITSUBISHI Galant 1600 1.6   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;MITSUBISHI L 300 2.0   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;MITSUBISHI Lancer 1.5 4G15  -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;PEUGEOT 5052 106E XN1 -1993;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;RENAULT Clio 1.8   1990-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;RENAULT Laguna 2.0   1994-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;RENAULT R 19 1.7  Inyección -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;RENAULT R 19 1.8 F3P 710 Kat. Inyección -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;ROVER Landrover Discovery 3.5   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;ROVER Mini Cooper 1.3   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;ROVER Range Rover 3.5   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;ROVER Range Rover 4.6   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;SAAB 9002   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;SEAT Marbella 0.8   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;SUZUKI Fun 1.0 C10NE SOHC -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;SUZUKI Fun 1.4 EFI C14NE SOHC -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Carat 2.0   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Gacel 1.8   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Gol I 1.6 AP Audi 1992-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Gol I 1.8 AP Audi 1992-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Gol II 1.6 (monopunto)  AP1600 (505) 1995-1996;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Gol II 1.8 (monopunto)  AP1800 (522) 1995-1996;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Quantum 1.8  Audi -1997;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Quantum 2.0  Audi -1997;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Saveiro I 1.6   1992-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN Senda 1.6  Audi -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 DC+;VOLKSWAGEN VW 1500   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 KC+;CHEVROLET Corsa II 1.8 MPFI   2005-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 KC+;CHEVROLET Meriva 1.8 MPFI   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 KC+;FIAT Idea 1.8   2006-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 KC+;FIAT Idea Adventure 1.8   2007-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 KC+;FIAT Palio 1.8   2004-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 KC+;FIAT Punto 1.8   2007-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 KC+;FIAT Siena 1.8   2008-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235663 - WR 7 KC+;FIAT Strada Adventure 1.8   -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235664 - ;FIAT Regatta 1.6  Tipo -;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235664 - WR 7 DC+;FIAT Tipo 1.6 i.e. 149 C 2.046 2ACT 1988-1990;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235664 - WR 7 DC+;FORD Orion 1.8  Audi 1992-;;;BN1;None.jpg
BUJIA ENCENDIDO;BOSCH;242235664 - WR 7 KC+;FIAT Palio 1.8 R   2004-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242235664 - WR 7 LTC+;VOLKSWAGEN Quantum 1.8 Mi  AP1800 (545) 1998-2001;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242235664 - WR 7 LTC+;VOLKSWAGEN Quantum 2.0 Mi  AP2000 (549) 1998-2001;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242235664 - WR 7 LTC+;VOLKSWAGEN Santana 2.0 Mi  AP2000 (549) 2004-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242235665 - WR 6 DC+;FORD Orion 2.0  Audi 1994-;;;;None.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 145 1.8 i.e. 16V TS AR 67106 M3 1996-1998;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 145 2.0 i.e. 16V TS AR 67204 M4 1996-1998;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 146 1.8 i.e. 16V TS AR 32201 M11 1998-1999;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 146 1.8 i.e. 16V TS AR 32201 W4 M10 1999-2000;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 146 2.0 ti 16V TS AR 67204 M4 1996-1998;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 147 2.0 TS 16V AR 32310 M10 2000-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 155 2.0 TS 16V AR 67204 M4 1995-1996;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 155 2.0 Turbo 4x4 AR 67203 U6 M4 1992-1996;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 155 2.0i 16V TS AR 67204 M3 1996-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 156 2.0 TS 16V AR 32301 M3 1997-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;ALFA ROMEO 156 SW 2.0 TS 16V AR 32301 CF2 M3 2000-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CHRYSLER Neon 1.8 16V EBD VIN-A 1997-2000;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CHRYSLER Neon 2.0 16V ECB VIN-C 1994-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CHRYSLER Stratus 2.0 16V ECB,ECO C MPI 1995-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CITROEN Berlingo 1.4  TU3JP -;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CITROEN Berlingo 1.8 LFX XU7JB 2001-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CITROEN C3 1.4 KFV TU3A 2003-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CITROEN C3 1.5  TU3 2012-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CITROEN Saxo 1.1  TU1M+ 2002-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CITROEN Xantia 1.8   -;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CITROEN Xsara 1.8 LFZ TU7JP/L3 2001-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;CITROEN ZX 1.9   -;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Duna 1.3 mpi   1999-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Duna 1.3 mpi c/GNC   -;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Idea 1.4 MPI 178F5038 Fire 2007-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Linea 1.8   2011-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Linea 1.9 16v 310A4011  2009-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Palio 1.3 S   -;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Palio 1.4 MPI 178F5038 Fire 2007-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Palio Adventure 1.4 MPI 178F5038 Fire 2007-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Palio Trekking 1.4 MPI 178F5038 Fire 2010-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Siena 1.4 MPI 8V 178F5038 Fire 2007-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Strada Trekking 1.4 MPI 178F5038 Fire 2010-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Uno (2011) 1.4 MPI 8V 178F5038 Evo 2011-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;FIAT Uno 1.3 mpi   1999-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;HYUNDAI Atos 1.0 G4HC  1997-2001;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;HYUNDAI Elantra 1.8 16V Hatchback G4GB  2000-2006;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;KIA Carens 1.8 TB TED 2000-2002;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;KIA Carens 1.8 TB  2002-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;MERCEDES BENZ C 230 M 111.974 E23 1996-2000;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;MERCEDES BENZ E 320 M 104.992  1993-1995;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;MERCEDES BENZ E 320 T M 104.992  1993-1996;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;MERCEDES BENZ S 320 M 104.990  1993-1998;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;MERCEDES BENZ SL 600 M 120.981  1993-1995;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;NISSAN Pathfinder 3.3i VG33E  1995-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;NISSAN Sentra 1.6 GA16DS  1992-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;NISSAN Terrano I 3.3 VG33E  1995-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 1061,1 HFX TU1JP 2000-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 1061,4 KFW TU3JP/L4 2000-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 2051,4 K2D TU32 1991-1994;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 2051,4 KDY TU3FM Kat. 1994-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 2051,6 180A y B6A XU5J -;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 2051,9 DFZ XU9J1 Kat. 1994-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 2061,4 KFW TU3JP/L4/FL5 2000-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 2061,6 NFZ TU5JP 1998-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 207 Compact 1.4 KFW TU3JP/L4/FL5 2009-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 2081,5  TU3 2012-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 3061,6 NFZ TU5JP 1993-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 3061,8 LFZ XU7JP KAT. 1993-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 306 1.8 16V LFY XU7JP4 1997-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 3062 RFX XU10J2 KAT. 1993-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 306 SW 1.8 LFZ XU7JP KAT. 1997-2002;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 306 SW 1.8 16V LFY XU7JP4 1997-;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 4051,6 BFZ XU5JP 1994-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 4051,8 LFZ XU7JP Kat. 1992-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 4051,9 D2H XU92C 1992-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 4051,9 DKZ y DFY XU9JAZ Kat. 1988-1992;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 4052 RFX XU10J2 Kat. 1992-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 405 Break 1.9 D2H XU92C 1992-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 405 Mi 16 2.0 RFT XU10J4 1993-1997;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 406 1.8 16V LFY XU7JP4 1995-1999;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 406 2.0 16V RFV XU10J4R 1995-1999;BKR6ESZ;;11016 - BN7;35666.jpg
BUJIA ENCENDIDO;BOSCH;242235666 - FR 7 DC+;PEUGEOT 406 Coupe 2.0 16V RFV XU10J4R 1999-2005;BKR6ESZ;;11016 - BN7;35666.jpg
